ayo optimis raih poin	positive
menonton tau bola tetiba nimbrung membela temannya debat ngelantur kemana	negative
menit posting comment	positive
mainkan sananta	neutral
sananta cedera	neutral
kalah apaapa	negative
hajar ikeh ikeh kimocihj	neutral
menang lawan vietnam tidur dipeluk wanita vietnam day ggwp	neutral
witan egy top score	positive
stystay	positive
surabaya dah pensiun presiden	neutral
sayang shayne pattynama bermain kasihan kali debut rela tinggalkan ibunya sakit indonesia dikasih kesempatan bermain kali bermain	negative
sty tll tau menit pergantian pemain jordy tll kali bermain mesti pelanggaran marselino tll bola dioper ojek tll	negative
arho ganteng amayy	neutral
cuman berharap pertandingan potensi pemain maksimalkan pelatih gudluck garuda	positive
hanif bisanya ngebacot bermain cowok gentle buktikan	negative
akbr namanya uji coba	neutral
egy ganti witan anjay	negative
kepala gue pusing	neutral
bismillahoptimis pildun	positive
awas halftime loyo mainnya	neutral
asnawi merindukan	neutral
dibantai vietcong	negative
keren	positive
lo lihat shayne pattynama lawan brunei	neutral
fjr oh gue paham maksudlu abang konten popularitas cepat terkenal awokaowk aib negara dibocorin	negative
coba kemarin sandy walsh dimainkan	neutral
kembaran sandy walsh	neutral
ayo buktikan	positive
starting impian netijen	positive
semangat optimis	positive
anugerah wkwkwkwk	neutral
egy ganti sadil ajigggg	neutral
alhamdulillah semangat tim	positive
kalah sty wajib	negative
menangis banget malam dibikin dagdigdug tangan gatal panas saking gregetnya tepuktepuk huaaaa	positive
menghujat timnas mending senang menang mending masuk goa ratapi bacotanmu	negative
sadil dicoret snang dibanding egy hrgai kptsan pelatih	neutral
alhamdulillah	positive
buka gbk menonton bareng timnas	neutral
hilall sty stay terlihatn	positive
lolos sayang	positive
sty stay	positive
bismillahirrahmanirrahim egy mv mode	positive
sty stay	positive
jordy egy dikick bangsaatt	negative
offside gol	neutral
fokus pelanggarannya	neutral
keren darimana	negative
mantap idaman	positive
wes bermain penak ngene iki rugi ndes gur menang sak gol	neutral
styout	negative
live woooy	neutral
disayangkan shayne pattynama pertandingan penghangat kursi cadangan	negative
jepang dibantai	negative
bismillahirrahmanirrahim	positive
ridho turu	negative
balas pas gaess	neutral
kesalahan menyebabkan penalti laga berpengaruh mental pemain	negative
rugi	neutral
gila gila	positive
fuck	negative
hendri yeuhh aki aki	neutral
long ballnya keren	positive
nestt kntl	negative
kunciin hokky wc pemda	neutral
lokal pret abang mah diladeni	negative
go go	positive
towel aff	neutral
gol lawan jepang mah keren	positive
attitude jaga anjing maluin anak dajal	negative
keren	positive
lihat mata loooitu harap shain ptinama yasampahhh loooogoblokkkkmkk	negative
mending pulangin witan saddil	neutral
piala asia biar rekor tercipta	positive
never give garuda level	positive
asnawi dimainin	neutral
go go go timnas	positive
bisaaaa	positive
walsh shayne pattynama menggantikan anak emas sty asnawi arhan biarkan yakob sayuri sayuri fokus menyerang	neutral
fydptr tolol	negative
asnawi arhan please shandy n shayne pattynama main couchsty	negative
arhan ganti shayne pattynama	neutral
ansr maunya sampean mase indonesia mengundurkan ajang	neutral
lo sampah kocak	negative
kagak rungkad	negative
cewek dunia mesti striker jepang dipeluk gay	negative
ditunggutunggu sanantanya	neutral
syah pengamat sepak bola sok belagu mengeluarkan lord pas bagus mainnya finishing positioningnya lihat kidz pakai akun fake komen	negative
lupa yakob sayuri sayuri gila full pertandingan stamina oke banget dijadikan bek sayap tangguh	positive
please et pondasi timnas indonesia bagus mohon pelatih sty stay	neutral
percaya	positive
aman ngab siapp lawan tsubasa janttcokkk	neutral
mainya malam tenang banget coyy	positive
jordy blunder tandanya pemain liga upin ipin ampas pemain liga konoha	negative
perasaan semangat tampa atribut temannya suporter tau noah	neutral
kirim link pendaftarannya min	neutral
congrats indonesia	positive
ayo garuda	positive
rafael struick role striker pemantul abang	neutral
live tv min	neutral
semangat garuda berproses	positive
amin semoga menang	positive
vietnam	neutral
gembukkkkkkkk	negative
ernando kelazz	positive
menonton sihklo menonton tau timnas mainya	neutral
saran min sok tau rafael struick diganti sananta rafael struick mainnya ngotot ngambil keputusan	neutral
kayaknya lawan argentina lineupnya pemain bermain pikiran om tayo sulit ditebak bikin orang sok tau cuapcuap	neutral
afc cup	neutral
egy dikasih kesempatan egy kalah one one musuh maksa banget kayak pemain vs pemain senior mending ramai rumakiek pas asian games nge gendong	negative
kayaknya starting diidamidamkan	neutral
jaewon halah indonesia butuh hasil butuh proses	negative
kipernya ngantuk	negative
yooooo yooo indonesia jepang	positive
ramadhan sananta mainkan	negative
duluseratus sembarangan	neutral
stystay	positive
koto france brazil germany	neutral
terima kasih indonesia bangga	positive
joel langsung serbuuu nyetak gol gawang oman	positive
babak menyedihkan	negative
posisi aslinya	negative
vietnam	neutral
shayne pattynama bangga	positive
terima kasih berjuang	positive
latihin tuh pemain pegang bola biar kagak panikan press nomer jadikan kapten cocok	negative
bacot pelatihnya hahaha	negative
goblok	negative
jabodetabek kesalahan blunder pemain disalahkan pelatihnya	negative
nufiandani	positive
semangat	positive
terima kasih berjuangg	positive
selamat	positive
bagus jersey hitam sangar apapun amankan poin	positive
pusatnya pemain keturunan belanda bermain jepang kalah lawan anak akademinya	negative
semoga lawan jepang indonesia menangimbang	positive
terbayang main egy ih gregetan pegang bola ujungnya oper lawan	negative
ayos sty garuda muda tahan jepang	positive
caper kontoi	negative
mainnya broo	positive
sty stay please	positive
cepat puas babak ayo go garuda	positive
acc	neutral
peringkat jepang disamain hujat seenak jidatnya giliran mengasih dukungan susah	negative
nguyen tampa wasit sekelas timur leste	negative
semangat	positive
berpesta timnas kalah	negative
nawi blunder kualifikasi dimainin hahaha	negative
offside wasit var bilang	negative
memasuki sananta hokky dimainin	negative
sty stay pola permainan joss gandos	positive
jordy blundernya ketolong kali	negative
sananta	neutral
lets go indonesia	positive
tuh shayne pattynama bermain bully arhan ubun anjj	negative
pindah negara abang	negative
timnas mode nih gacor	positive
stres pelatihnya styout	negative
sia baju ael ditarik² el	neutral
edannnnn	positive
vietnam libas lawan jepang parkir tank bola langsung sikat	neutral
pemain lokal gocek gocek pasing	negative
wkwkwkwk	neutral
bangga	positive
semangat skuad timnas pemain pelatih staff timnas erick tohir lihat timnas bermain memuaskan membanggakan semangat semoga kedepannya dapatkan	positive
ciakakkakaka tolol	negative
wng banget	neutral
shayne pattynama	positive
semangaat garuda	positive
selisih gol headtohead indonesia kalah vietnam menang indonesia peringkat	neutral
salah australia cilacap tetanggaan cuman mengomong ngapak	neutral
timnas butuh kesebelasan pemain keturunan grade jepang diimbangi ditunggu kehadirannya	positive
sty masterclass	positive
sty stay	positive
adam alis	negative
sananta cedera	neutral
tamami dicoret diganti adam alis	neutral
shayne pattynama menghentikan shayne pattynama masuk andalkan crossing memangnya indonesia leluasa menyerang wakakakaka	negative
saanjaya perasaan abang	neutral
sty	negative
tolol	negative
kesalahan asnawi baggott	neutral
jordy pakai topeng kga	neutral
komen pansos gblk ktulungan	negative
dendy jordy coret eman pemain bermain espanyol lo emani lo blunder	negative
p	neutral
yakob sayuri keringet dingin tuh	neutral
lanjutkan sejarah ciptakan sejarah	positive
mode permainan semalam egy witan adam alis hokky pendapat hehe	neutral
asnawi starter	neutral
ewako	positive
pelatih maaf akun provokator wkwkwkwk minimal kritik	neutral
sepakat gue mass pemain naturalisasi banjir gol nih jepang realistis abang pemain lokal bermain liga grasak grusuk lihat yakob sayuri coba mengapai larilari bola	negative
neror iraqwkwk mental iraq tempe	neutral
sisa yakob sayuri doang ragnar	neutral
garuda	positive
selamat tinggal piala asia sesuai gembargembornya membawa pemain keturunan dimainkan memainkan pemain maksimal	negative
menunggu lawan jepang terbaik	positive
engkong² korea berkaca mata aaa kalah aaa	neutral
menang sombong kalah menghujat pemain keturunan aneh emang fan bola tanah air	negative
jiwa preman hubner	neutral
syekh apa-apa ekspresinya banget paham lilipaly bilang dipanggil garuda dadakan orang kocak ekspresinya stetmenya	neutral
mental militan hidup terbiasa kena tekanan	neutral
abang offiside	neutral
malas menonton anak	negative
bismillahirrahmanirrahim garuda	positive
taii	negative
tida nego nego sty stay pensiun	positive
diminum obatnya	neutral
rank permainan top	positive
biasakan baca caption lengkap bosku ditulis gede noh cidera baperan mengapai dipanggil	neutral
lokal sebagus keturunan coba sebutin	neutral
sandy walsh walsh	positive
ahmdslh tim berproses	neutral
tuntaskan	positive
hokky okelah piala asia	neutral
habis fikirkenapa pasang sayne patinama	negative
gua baca kencingin anjing	neutral
bacot	negative
seventytwo garuda tau	neutral
rmdn cedera kak	negative
gantengganteng	positive
kasih paham	neutral
hokky cuman hoki	neutral
bagus indonesia	positive
sandy walsh wals mengapai dipaksa bek sananta dibangku cadangan hadeh	negative
jepang bebas menarinari area bertahan timnas eh timnas bengong pressing jepang	negative
alhamdulillah	positive
sty jadikan pns	negative
cingcong mek	neutral
dukung garuda terbang	positive
gila indonesiaaaaa	positive
apa-apa kak pertandingan	neutral
bismillahirrahmanirrahim kemenangan mata	positive
minimal update score min	neutral
poin	positive
believe	positive
semangat tim	positive
mantap	positive
penyepong sty abang	negative
uwowowowowowooe	positive
mendewa pemain keturunanpdahal pemain keturunan eropa pemain	negative
perpanjangan kontrak sty	neutral
egy rusakk bermain ampun gue	negative
tumben komennya kayak pelatih	neutral
bangga garuda muda	positive
syhptr malu	neutral
komen garuda	positive
balas dendam penjajahan jepang indonesia sepak bola penuh sprotifitas bissmillah yallah yarob semoga kebahagiaan rakyat indonesia amin	neutral
jepang peringkat indonesia keren mainnya cermat passing miskomunikasi	neutral
saddil skill individu oke bongkar pertahanan lawan	neutral
ernando	negative
semangat	positive
butuh mental	neutral
dahlah	negative
alhamdulillah	positive
otak dipakai dibawa	negative
hifzadarmawan celotehan exco fuji rame	neutral
hdy	negative
abang posisi rawan tergusur oman mudahmudahan oman imbang lawan kirgistan bahrain dibantai jordan indonesia auto lolos	neutral
orang waras follow	negative
pemain timnas bola dipegang rafael struick pasrah hilang pegang bola sananta	negative
bismillahirrahmanirrahim semoga menampilkan terbaik bangsa indonesia doakan timnas melaju menampilkan terbaik amin	positive
tarik nafas ges	neutral
jepang tim terkuat berproses kuat juara piala dunia lawakk	neutral
pujaariska yandex live streaming rcti	neutral
mantap	positive
yesssss tidur nyenyaakk	positive
sty stay selamat timnas indonesia	positive
rnzta gue layak mvp ditimnas indonesia	positive
pertandingan bangga burung garuda indonesia	neutral
definisi tolol	negative
gacorrr witan	positive
misi balas dendam indonesia lawan iraq	neutral
dagang bakso abang	neutral
bagus job timnas	positive
setuju	neutral
kasih keras menyala	positive
alhamdulillah	positive
klub negara lineupnya berubahubah pemain cedera	neutral
selesai permainan	neutral
rmdn cedera masss	neutral
cedera ucok	neutral
hendri sdm rendah	negative
derby konoha real cuy	neutral
capek pimpin klasemen posisi masuk hatur nuhun kang kojo joel	neutral
playstylenya masuk kayaknya	neutral
tolong akang taeyong turunin adam alis hoki	neutral
terbukti mental pemain lokal ernando riski ridho egy semangat kualifikasi menunggu	negative
terima kasih perjuangannya timnas indonesia keren	positive
garudaaaaaaa	positive
arhan asnawi underperform bek modern pandai menyerang strategi sty mengandalkan counter attack yaudah pelajaran semoga bagus pertandingan kambuaya silakan berkomentar	neutral
hokky mentalnya bagus hokian sananta	negative
jordy layak	negative
pas banget fotonya lollll	neutral
hubner kelas	positive
alhamdulillah allah	positive
benahi pola passing liga lapangan tarkam oper kemana bola kemana feeling bermain lapangan bagus tc n latihan pasing	negative
keren idolaku semangat babak	positive
aaaaa	positive
jepang mitoma sekelas klub rt	negative
urang iklas lawan oge nu sejarah tercipta cuy	positive
nando gila	positive
anti sty pergi	negative
menonton abang	neutral
pertandingan admin pesimis	negative
kayaknya butuh saddil deh sprinter	neutral
asnawi bangga indonesia	positive
alhamdulillah	positive
setuju pelatih sty membawa positif sepakbola indonesia akhirakhir setuju komposisi pemainnya entalaahh bingung nilai sisi egois pelatih taktik pelatih	negative
okkynugroho persipura	neutral
sty stay	positive
ç	neutral
komentator teruslah berbaring sandy walsh walsh	neutral
jersey putih	positive
fokus babak	positive
jepang kalah lawan iraq tktnya jepang ngamuk pas lawan indonesia indonesia menang lawan jepang	neutral
hatur nuhun pasukan garuda	positive
frl oh salah	negative
jersey hitam kemarin lawan iraq jersey merah lawan jepang biar warna jersey dipakai	neutral
kakak yakop sayuri terbaik	neutral
maaf abang	neutral
suka permainan melawan iraq keberuntungan	neutral
mending menarik angkot abang	negative
vanila eaa	neutral
kota	neutral
giliran habis diganti heran	negative
namanya kiper utama bagus nadeo kebobolan	negative
beresi koper	negative
perbedaannya langit bumi	neutral
live timnas ig diary	neutral
ukir sejarah mohon tolong perpanjang kontrak sty	positive
golnya lemparan selebrasi	neutral
muhammad lihat permainan yakob sayuri sadar perbedaan pemain inti cadangan jomplang lihat permainan pemain liga	neutral
pakai lilipaly emang ngubah drajat permainan timnas	neutral
duuuunn pilduuuun duuun dicariin	neutral
postur emang refleknya dicoba	neutral
tolong kondisikan nawi	neutral
anam hoki karyawan ganjar privilege	neutral
blunder nomer punggung	negative
gaspoll	positive
lolos guys	neutral
sembuh total memaksa parah kasihan klub pulang cidera	neutral
netizen ribetkmren ribut shyneskrng ribut arhan	neutral
simak komentar	neutral
badut	negative
sananta dimainkan	negative
fkhrz nadeo like	neutral
irvanaditya salah banget egy oke babak rapi banget	positive
optimis peluang indonesia	positive
kerja bagus guys	positive
pas kali	neutral
cari kesalahan papa kalah bermain enak umpan susah banget tuh digaji kerja susahsusah pengin lihat permainan seru pemain ngelord timnas sampah	negative
semoga pertandingan lawan iran lancar pemain baikbaik cedera amin doa indonesia menyertai langkah	positive
lanjutkannn perjuangan timnass lolos semifinal	positive
shayne pattynama elkan baggot kayaknya dipakai pas lawan jepang	neutral
ee peler	negative
gue komen kali memasuki witan lini serang tumpul	negative
sabtuminggu full senyum hahaha	positive
permainane marakke mbrambanggapikk pooolll	positive
berjuang garuda pahlawan olahragaku bikin suamiku menangis lihat pemain bola indonesia tampil pedulikan orang buktikan kau semangat indonesiaku kalahkan musuh	positive
allah melawan bapakbapak	negative
anjingggg menghujat tau terima kasih	negative
greget lihat ridho bermain bola	negative
gue pakai secure vpn server belanda abang	neutral
awoakwok	neutral
adam kali witan lumayan lari hokky samsek	neutral
selesai nguyen	neutral
kyennn menonton bola	negative
alhmdulilah sty stay please	positive
optimis imbang jepang	positive
ropan	neutral
yakob sayuri bagus sandy walsh potong bolanya bagus	positive
wijayanto abang cewek	neutral
tolong pelatih bagus sty cuman fisik lokal player bermain simple gocak gocek afc aff	negative
mengapai bermain rizki rido beban	negative
ayo masyarakat indonesia tercinta stop membedabedakan katakata pemain lokal pemain keturunan jersey garuda dada pemain indonesia coba lihat pemain prancis contoh zidane berasal imigranketurunan masyarakat prancis memanggilnya pemain imigranketurunan masyarakat	neutral
sok tau komentarnya astagfirullah better ubah doa optimis	positive
indonesia pulangin jepang kalinya	positive
lisaaginting mbera ula mulih kuta sandy walsh walsh eina	neutral
asyik abang asyik dihujat	neutral
sandy walsh	neutral
semangat timnas indonesia	positive
rido banget blunder lawan vietnam disiplin banget lo coba rido ganti elkan baggot	negative
sip wir	neutral
gaskan garuda	positive
okky makan ngesot lemes	neutral
mental tempe	negative
emang manfaatin throw taro wing mainkan egy ngang ngong doang	neutral
jaewon	positive
info link buk	neutral
kasih keras garuda	positive
egy ganti	negative
ayo	positive
malam disuruh senam jantung	positive
semangat garuda	positive
kyennn akun bocah	neutral
lilpie badannya gede kalah duel tekel jatuh melulu bermain indonesia langkah kaki beda cuy langkah kaki indonesia langkah orang bule ngakungaku asia bayangkan pemainnya indonesia kayak kurcaci lawan raksasa tuh bule asli indonesia ratarata wasalam	negative
stay sty	positive
asli striker digantiganti pusing lihat penyelesaian	negative
lolos indonesia	positive
bagus game indonesia	positive
moga egy messi cetak gol	positive
tanjung kalah lawan vietnam yaudah pemain pemain eropalawan pemain lokal vietnampasti tertawakan fan vietnamga terbayang	negative
ikbal idola gua mu bagus dijual anjir keren	negative
bismillahirrahmanirrahim semoga hasil terbaik	positive
rs sampean mantap om	neutral
live ig	neutral
ayo garudaaaa semoga pengobat galau	positive
fan munyuk goa	negative
bingung banget gua sty nih mengerti	negative
prediksi egy bermain beda mengasih assist struikc	neutral
ajg bagus kebobolan	negative
sananta iseh ngopi	neutral
laga friendly pertandingan kalah mulu ditambah laga kalah nih total january kalah kali pastinya mending turnamen lomba ngewek	negative
ikiii ih tolol banget	negative
wkwkw dendy	neutral
pemain protes ikhlas posisi penyerang lawan offside wasit meninjau var	neutral
setiawati jepang	neutral
banget mainnya keren	positive
cadangan striker hokky sananta	negative
gara bos borneo nih saddil tumbal	neutral
link live caption postingan	neutral
lawan jepang pelatih pengalaman mengalahkan jepang	positive
sandi mvp	positive
kanan kiri babi	negative
hubner takjub	positive
st lokal malu woyy elkan baggot st	negative
gua jamin indonesia poin	negative
shane starting shayne pattynama penantian mu bermain indonesia piala asia terlakasana lansung bermain kasih keras	positive
sty stay	positive
doa dukungan timnas garuda terbang dampingi kawal perjuangan timnas babak biarkan tim besutan pelatih berjuang garudaindonesia wani	positive
alhamdulillahcongratss indonesia	positive
yooo bantai jepang bermain sabar	positive
mental terasah butuh proses ayo garuda	positive
taruhan sty memasang yakob sayuri dibanding sandy walsh sandy walsh tipe flamboyan cocok timnas menguasai permainan lawannya seimbang	neutral
sty stay	positive
ayo semangat lupakan euforia australia menunggu mata	positive
bismillahirrahmanirrahim	positive
full menyerang	positive
sty perpanjang kontrak proses negara tim sepak bola tangguh kawasan asia asean	positive
alhamdulillah allah terima kasih berjuang semangat melawan jepang tanggal semangat garuda	positive
kelasss sty stay	positive
please disamain piala ciki var mengapai coba melukmeluk takut kehilangan	negative
aak infonya slametan ki	neutral
serangan jepang sisi kiri berujung gol tau serangan sisi kanan kasih crosing	negative
semoga keberuntungan semangat	positive
hoki jijik bngst	negative
jumat berkah semoga poin penuh amin	positive
tulus cosplay pemain emyu	neutral
ling kik min	neutral
jepang	neutral
aman	neutral
menang dukung kalah sanjung	positive
bahaya gelandang pengangkut air alisa gelandang bertahan bertugas memutus serangan lawan garis	negative
butuh kiper berkelas masak bawa	neutral
bersinar garuda maret	positive
keren mainannya kebobolan maunya	neutral
lupa dimainin	neutral
hokky caraka suruh pulang kampung suruh bermain tarkam	negative
fit dipanggil sty istrihat pemulihan kecuali golden boy	neutral
tolol	negative
saddil	neutral
asli jir sty ditebakkadang heran	neutral
p	neutral
semangat	positive
crush say komennya lapaknya sepi numpang komen lapak eke lapaknya rame diserang	neutral
awak indonesia menang malam	positive
mainnya diluar nalarr keren woiiii	positive
bsw template memenuhi kolom komentar fan page	neutral
keep spirit eagle	positive
deh bagus dicadangkan	negative
mukil abang buta maps	neutral
ngapangapain styout	negative
kambuaya ubah mainnya level aff sumpah bermain perubahan lini	negative
kebobolan kesalahannya bek	negative
kasih masukan pelatih coba dicadangin posisi ganti sandy walsh walsh elkan baggot ditengah kelar	neutral
alasan shyne bermain	neutral
alhamdulillahalhamdulillah sejarah lolos piala asiaberrtii kontrak sty perpanjang	positive
mufida alhamdulillah menang buk dokter	positive
sty diganti pelatihnya	negative
untung dendy	negative
bismillahirrahmanirrahim kayaknya faktor bahasa jordy fasih bahasa indonesia	neutral
berterima kasih timnas iraq berkat kualitas timnas bersaing asia	negative
semangat garuda	positive
indonesia bermain blundernya kocak	negative
dicarry bek tangguh anjir onana versi beta	neutral
hubner bola ngelewatin gue gua abisin jink	negative
witan mending jadikan canat ajano bagus lihat	negative
pelatih dadakan muncul	negative
yaudah iyakalau	neutral
hubner ngebanting pemain vietnam	neutral
arhan ganti	neutral
bertanyatanya saddil dicoret	neutral
ernando hattrick	positive
offside hasilnya min	neutral
sandy walsh walsh yakob sayuri sayuri bagus mnjeljah samping kedpn jarang pemain iru tempo mnit sejarah timnas indonesia catet	positive
benci namanya tomiyasu tandai tomiyasu sebal banget	negative
sandi walsh rezeki	neutral
al blunder kalah tanggung	negative
mainnya keren	positive
mantap fokus pertandingan harapan	positive
terima kasih garuda bangga	positive
mantap	positive
shayne pattynama semangat ayang	positive
abang sty formatnya	neutral
jaewon	positive
bapuk	negative
menghujat hate comment awiik	neutral
gacorrrr	positive
menang lawan vietnam tahan imbang jepang	positive
andre gue terngiangngiang serangan babak	positive
indonesia sty coba coba pemain	negative
shot jepang target solid pertahanan semangatlah pemain utama jepang masuk semangat garuda perbaiki kesalahan	positive
bangggaaa	positive
bismilah	neutral
lo samain argen skuad mempuni indonesia apalah atuh	negative
dilempengin haji naim	neutral
keren timnas malam	positive
ayo garuda	positive
sty stay paaaakk	positive
asli lini kokoh	positive
keren	positive
oalahh terima kasih youu abang	neutral
aaminn	positive
mantap	positive
fansfans karbitan berlombalomba memuji timnas	negative
semangt indonesia	positive
congrats	positive
ngaruh begooo	negative
egy bosok	negative
tolong langsung kemas koper min wkwkw	negative
ayos skor	neutral
sty abang stb tv	neutral
saddil cedera	neutral
jam tayang	neutral
arhan fikri kemana video list	negative
alhamdulillah	positive
setuju sty stay	positive
hahahahaha	neutral
idola	positive
alhamdulillah kayak tetangga	neutral
mantap	positive
gila banget emang ernando andalannn	positive
ayos	positive
love guys	positive
sngkr pertandingan vietnam gue tim sty stay	positive
bangga	positive
sedap abangkuh	neutral
wkwkw pelatihnya pelatih pelatih	neutral
kebanyakan naturalisasi	neutral
bacot sedap mainnya kebalikanya onana nih	positive
kelas poll	positive
gua banting	negative
kelazzz timnasku	positive
ngumpet kolong kasur malu nyinyir timnas	negative
egy messi mengobrakabrik	negative
lo mengasih hadiah	neutral
stamina kendoorrr amazing mainnya	positive
bapakibuk aowkkw	neutral
timnas indonesia disekolahin strategi mentalnya digenjot sekolahkan bahasa inggris biar komunikasinya	negative
mantap nandoo	positive
menyalahkan jordy fix penerus lawannya jepang vietnam malaysia pemain berusaha semaksimal masuk piala asia prestasi apapun hasilnya support timnas world cup qualifiers	positive
rada aneh komenanmu abang	neutral
kalah membanggakan oermainannya	positive
sumpah egy witan timnas	negative
hebat keren teruslah berproses garuda	positive
depannya butuh bambang pamungkas babak peluang mandul banget hokky kudu belajar sty belajarnya pas turnamen resmi kayak hidup mati allah kesel banget timnas yaaaak	negative
mari berdoa	positive
nguyen poin	positive
upsetttt	neutral
boti bermain sepakbola	negative
fan suwon emak nikah	neutral
alhamdulillah masyaallah	positive
marselino membuktikan mencetak gol dinginnn	positive
shayne pattynama bermain coy	neutral
terima kasih support langsung ditanah air mengirimkan doa apapun hasilnya bangga	positive
bknnya egy parah rusak permainan egy gua lihat pas kualifikasi piala asia perhatikan deh egy enak banget permainan abang gocek sprint wkwkwk	negative
bissmillah semoga garuda beruntung	positive
sepakat om udah menumpukny diaspora bermain eropagw pengin bermain lepasdan netijen gaush berekspektasi membandingkan mending pemain b berjuang indonesia	positive
proses turun peringkat	negative
hs hadeh	neutral
jordy cadangin	negative
beban	negative
indonesiaa	positive
terima kasih berjuang garuda	positive
terima kasih timnas dilevel keren two thumbs ten thumbs comeback stronger part gue puas gawang jepang gol lemparan arho	positive
ahhhhhhh mod kegolan	negative
go	positive
istimewa	positive
offside gol	neutral
sananta disimpan final	neutral
berharap oman kalahimbang kyrgyzstan	neutral
posisi termotivasi terbaik	positive
sekolah otak otak dipakai perkataanmu orang dididik orang tua sopan berpendidikan grade cinta indonesia salah denganmu miskin apaapa gajimu pikir	negative
adi segitu bencinya ente assist kemarin gol gawang jepang benci tolol	negative
yes lets go garuda	positive
lest go garuda buktikan piala asia masuk	positive
ikiii mending berantem	negative
balek jun balek	neutral
mantap	positive
vamoussssssss	positive
egyy starter	negative
permainan diluar ekspetasi weh garuda	positive
